id,Language_Code,Domain,Text_Generated,Model_Identifier,Output_Length,Label,Timestamp,Language_Name
11,zu,civic_affairs,"Ngemuva kwehlelo lokuhlola izakhiwo zikamasipala kutholakale ukuthi kunezindawo eziningi ezidinga ukulungiswa ngokushesha ukuze kuthuthukiswe ezokuphepha kubasebenzi nakumalungu omphakathi abavakashela lawa mahhovisi. Uhulumeni unqume ukwaba izimali ezikhethekile zokuvuselela la mahhovisi amadala amaningi awo asakhiwa eminyakeni eminingi edlule ebonakala ewohloka kakhulu kulezi zinsuku. Uhlelo lolu lokuvuselela luzofaka phakathi ukufakwa kwezinhlelo ezintsha zokuzivikela emililweni, ukulungiswa kophahla oluvuza amanzi kanye nokwenza izindawo zokungena zibe lula kubantu abaphila nokukhubazeka. Lokhu kwenziwa ngenhloso yokuqinisekisa ukuthi wonke umuntu uthola izinsiza ngendlela enesithunzi nasezindaweni ezihlanzekile nezivikelekile ngaso sonke isikhathi somsebenzi. Abasebenzi bezinyunyana bazwakalise ukusisekela lesi sinqumo sokuphuthumisa ukulungiswa kwezindawo zokusebenza ngoba bekuyinto isikhathi eside bezwakalisa ukukhathazeka ngayo emhlanganweni yabasebenzi. Umsebenzi lo kulindeleke ukuba ungaphazamisi ukunikezwa kwezinsiza kubantu njengoba kuzoba namahhovisi esikhashana azosetshenziswa phakathi nalesi sikhathi sokwakha.",gemini-2.5-pro,118,machine,2026-05-21T22:02:59.874504,isiZulu
12,zu,civic_affairs,Ekhuluma emhlanganweni wezokusindiswa kwezakhamuzi eziwela imifula emikhulu ngezikhathi zezimvula imeya iveze ukuthi sekuvunyelwane ngesabelomali sokwakha amabhuloho amasha ezinyathelo ezindaweni ezahlukene ezisengozini. Lolu hlelo luza njengesixazululo esibonakalayo sokuvikela izimpilo zabantwana besikole abavame ukuphuthelwa izifundo zabo ngezikhathi lapho imifula igcwala khona kakhulu kulezi zindawo zasemakhaya. Amabhuloho la azakhiwa ngokubambisana phakathi komnyango wezisebenzi zikahulumeni kanye nebutho lezobunjiniyela lazo zonke izinhlaka zokuthuthukiswa kwengqalasizinda ezweni lethu. Umphakathi uceliwe ukuba unikeze amagama ezindawo lapho kunesidingo esiphuthumayo khona ukuze izazi zezobuchwepheshe zikwazi ukwenza izinhlelo zokuhlola indawo ngaphambi kokuba umsebenzi uqale. Abazali bezingane bazwakalise ukukhululeka okukhulu emoyeni wabo kulandela lesi simiso ngoba bebehlezi besaba ukuthi izingane zabo zingasekelwa ngamanzi uma kuza izikhukhula ezizumayo. Lo msebenzi wokwakha kulindeleke ukuba uqedwe ngaphambi kokuba kuqale inkathi entsha yezimvula ezinkulu ezivame ukuletha umonakalo omkhulu.,gemini-2.5-pro,122,machine,2026-05-21T22:02:59.874521,isiZulu
13,zu,civic_affairs,Ngaphezulu kwabantu abayi-1 500 bahlomule ngqo ohlelweni olusha lokunikezwa kwamaphasela okudla ngezikhathi zezinhlekelele olwethulwe ngomunye weminyango kahulumeni ngenhloso yokuletha usizo oluphuthumayo. Lolu hlelo luhloselwe ukusiza imindeni ehlwempu kakhulu naleyo ehlaselwe yizehlakalo ezingalindelekile ezifana nemililo ecekela phansi izindlu nempahla yabo yonke ngemizuzu embalwa nje. Amaphakethe la aqukethe ukudla okunempilo okungasiza umndeni isikhathi eside ngenkathi iziphathimandla zisenza izinhlelo ezihlala njalo zokubasiza ukuba bakhe kabusha izimpilo zabo zansuku zonke. Izisebenzi zomphakathi zizohlala zihlola izimo zemindeni kulezi zindawo ukuze kuqinisekiswe ukuthi ukudla kuya kubantu abakufanele ngempela hhayi labo abafuna ukusebenzisa amathuba ngendlela engekho emthethweni. Amalungu omphakathi anconywe kakhulu ngokubonisa umoya wobunye nokusizana ngokunikeza abahlaselwe yilezi zinhlekelele indawo yokuhlala yesikhashana ngezikhathi zobunzima obukhulu. Uhulumeni uthe lolu sizo luyingxenye yezibopho zakhe zokunakekela izakhamuzi zonke ezisengcupheni yokuhlupheka kakhulu ezweni.,gemini-2.5-pro,122,machine,2026-05-21T22:02:59.874535,isiZulu
14,zu,civic_affairs,Emaphandleni asequlwini lasentshonalanga kufakwe amaphaneli elanga amasha emizini eminingi ebingenawo ukatshana kagesi kusukela kwasekuqaleni kwesikhathi ngenxa yokuba kude kwayo nemigqa emikhulu kagesi. Lolu hlelo lwamandla avuselelekayo luletha ushintsho olukhulu ezimpilweni zabantu bakule ndawo njengoba sebengakwazi ukukhanyisa izindlu zabo nokushaja amaselula ngaphandle kokusebenzisa amakhandlela neziphehla-gesi ezibizayo. Uhlelo lolu lwenziwa njengengxenye yesu likahulumeni lokuhlinzeka ngezixazululo zamandla ezisimeme nezingcolisi mvelo ezindaweni ezisemajengetheni lapho ukufakwa kwekagesi ojwayelekile kuthatha isikhathi. Izakhamuzi zifundisiwe nendlela efanele yokunakekela la maphaneli elanga ukuze akwazi ukubasiza isikhathi eside ngaphandle kokonakala kalula ngenxa yokungazi. Abantwana bezikole sebengakwazi manje ukufunda kahle nasebusuku ngenxa yokukhanya okuhle okulethwe yilezi zinsiza ezintsha ezifakwe emakhaya abo. Uhlelo lolu luzokwandiswa nakwezinye izigodi ezisemakhaya ezibhekane nenkinga efanayo yokungabikho kwengqalasizinda kagesi efanele emphakathini jikelele.,gemini-2.5-pro,115,machine,2026-05-21T22:02:59.874561,isiZulu
15,zu,civic_affairs,Abahlali baseNewcastle sebekhathele ukulinda ukulungiswa kwenkinga yokuvuza kwendle emigwaqweni emikhulu yakule ndawo okwenza ukuba kube khona iphunga elibi elikhahlameza impilo yabantu nsuku zonke. Kulandela lezi zikhalazo ezicacile umnyango wezengqalasizinda kamasipala usuthumele ithimba elikhethekile labazochophelana nale nkinga ngokuvula amapayipi amakhulu avalekile ngenxa kadoti. Izikhulu ziveze ukuthi inkinga idalwa nayi-insizakalo embi yokulahlwa kwezinto ezingafanele ezindlini zangasese okwenza ukuba uhlelo lonke lwamapayipi luvimbeke kalula. Kudonswe ngendlebe amalungu omphakathi ukuba aqaphele izinto ezilahlelwa phansi nasezindlini zangasese ukuze kugwenywe lezi zinkinga ezibuyela kubona futhi zibeke impilo yabo esengozini enkulu. Kuzobanjwa umkhankaso wokufundisa abantu ngale ndaba ezikoleni nasezindaweni zokuhlangana zomphakathi ukuze kube nokwazi okubanzi ngokuphathwa kwengqalasizinda yomphakathi yonke. Umphakathi ubonge ukusabela okusheshayo kuthimba likamasipala nakuba ulindele ukubona isixazululo esizohlala isikhathi eside singaphinde sidale lezi zinkinga ezifanayo ngezikhathi ezizayo.,gemini-2.5-pro,122,machine,2026-05-21T22:02:59.874577,isiZulu
16,zu,civic_affairs,Izindlela ezinqala zokuvikela abafundi nabakhileyo ezindaweni eziseduze nemizila yezitimela zethulwe ngokuhlanganyela phakathi kwenkampani yezitimela zengasizinda kanye namaphoyisa kamasipala endaweni yakuleli sonto. Uhlelo lolu luhlanganisa nokwakhiwa kwezocingo ezintsha ezizovimba abantu ukuba bawele imizila yezitimela ezindaweni ezingavumelekile lapho kuvame ukuba nezingozi ezibulala abantu abaningi ngonyaka. Kuzofakwa namabhodi amakhulu ezixwayiso azofundisa abantu ngezingozi zokuzula eduze kwemizila ngezikhathi lapho izitimela ezithwala impahla nabantu zidlula ngazo ngesivinini. Abazali nabalusi bezinkomo nabo bakhuthaziwe ukuba baqinisekise ukuthi imfuyo yabo nezingane zabo azisondeli kulezi zindawo eziyingozi kakhulu emphakathini wethu wasendaweni. Lokhu kuthathwa kwezinyathelo kuze emva kokuba kudaleke izingozi eziningi ezidlule nemiphefumulo yabantu abasha abebeya ezikoleni ngezinyawo ekuseni kakhulu. Uhlelo lokufundisa luzoqhutshwa nasezinkundleni zokuxhumana nasemisakazweni yendawo ukuze wonke umuntu ezwe lowo mlayezo obaluleke kangaka wokuphepha nokuvikela impilo yomuntu ngamunye emphakathini.,gemini-2.5-pro,121,machine,2026-05-21T22:02:59.874599,isiZulu
17,zu,civic_affairs,"Ngemuva kwehlelo lokubala izakhamuzi ezidinga usizo lwezindlu zoxhaso kule ndawo kutholakale ukuthi inani labantu abahlala ezimeni ezingasile likhule kakhulu kunalokho obekulindelekile eminyakeni emihlanu edlule. Lokhu kuholele ekutheni umnyango wezokuhlaliswa kwabantu ubuyekeze izinhlelo zawo zokwakha ukuze ukwazi ukufaka imindeni eminingi eyengeziwe kulolu hlelo lwamanje oluqhubekayo. Izikhulu zikahulumeni ziveze ukuthi zizosebenzisa ubuchwepheshe obusha bokwakha izindlu ngokushesha ukuze kuncitshiswe isikhathi abantu abasichitha belindile emigqeni emide yezindlu zoxhaso. Kuzobekwa phambili abantu asebabadala, abaphila nokukhubazeka kanye nabesifazane abaziqiniseki bona nabantwana babo bodwa ezindlini zabo zokuhlala ngenxa yobunzima bempilo. Kamasipala ukhiphe isixwayiso esiqinile kubantu abazama ukudayisa izindawo zoxhaso ngokungemthethetho bethi lokho kulicala elingase likuvalele ejele isikhathi eside uma ubanjwa. Umphakathi uceliwe ukuba ubike noma yiziphi izenzo zokukhwabanisa ezimayelana nezinombolo zokulinda izindlu emahgovisini omasipala wasendaweni ukuze kube nokukhanya jikelele.",gemini-2.5-pro,122,machine,2026-05-21T22:02:59.874619,isiZulu
18,zu,civic_affairs,Ekhuluma emhlanganweni wezohwebo oluncane edolobheni iPhini likaNgqongqoshe lenze isithembiso sokuthi uhulumeni uzokwaba izimali zokuxhasa osomabhizinisi abasafufusa ikakhulukazi labo abasemikhakheni efana nezokuvakasha nezolimo. Lolu hlelo lokuxhasa luhloselwe ukunika la mabhizinisi amancane amandla okuba akwazi ukuncintisana ezimakethe ezinkulu nokudala amathuba emisebenzi emisha kulezi zindawo zasemakhaya ezisalele emuva entuthukweni. Osomabhizinisi bacelwe ukuba babhalise amabhizinisi abo ngokusemthethweni futhi baqinisekise ukuthi banazo zonke izincwadi ezidingekayo ukuze bakwazi ukuthola lolu xhaso lwezimali kalula. Uhlelo lolu luzophinde luhlinzeke ngabaqeqeshi bezamabhizinisi abazohlala beqondisa laba somabhizinisi ngezindlela ezifanele zokuphatha izimali nokwenza imakethe yemikhiqizo yabo ngempumelelo enkulu. Lokhu kuzosiza ekutheni amabhizinisi amaningi angavalwa emva kwesikhathi esifushane nje ngenxa yokushoda kolwazi ngezindlela zebhizinisi ezifanele. Umphakathi wamabhizinisi ukwamkele ngonyenye lolu sizo futhi wathi seluzobakhulisa kakhulu ekwenzeni imisebenzi yabo yansuku zonke.,gemini-2.5-pro,118,machine,2026-05-21T22:02:59.874635,isiZulu
19,zu,civic_affairs,Ngaphezulu kwamakhulu amathathu osomabhizinisi abancane basizakele ngohlelo lokufundiswa kwezobuchwepheshe bamakhalekhukhwini oluhlelwe ngomunye weminyango kahulumeni ngenhloso yokuthuthukisa ezohwebo ezindaweni zasemakhaya nasezilokishini. Lolu hlelo lokufunda lufundise abantu abasafufusa emabhizinisini ukuthi bangayisebenzisa kanjani i-inthanethi namapulatifomu okuxhumana ukukhangisa izinto zabo abazenzayo kubantu abaningi kakhulu ezweni lonke. Lokhu kubaluleke kakhulu kulezi zinsuku ngoba amabhizinisi amaningi asasebenzisa izindlela ezindala zokufuna amakhasimende okubenza basalele emuva kwabanye abasebenzisa izindlela zesimanje. Abahlanganyeli balolu hlelo bathole amathuba okuxhumana nezikhungo zezimali ezinkulu ezingabafeza ngezimali zokukhulisa amabhizinisi abo uma bebonisa izinhlelo zabo zebhizinisi ezicacile. Kamasipala uthe uzosebenzisana nezinkampani ezinkulu zezokuxhumana ukuhlinzeka nge-inthanethi eshibhile kulezi zindawo zosomabhizinisi ukuze bahlale bexhunywe nezwe ngaso sonke isikhathi. Lolu hlelo lokufundisa luzoqhubeka nasezinye izifunda ngenhloso yokufika kubantu abaningi abadinga lolu lwazi olubalulekile kwezoqoqosho.,gemini-2.5-pro,116,machine,2026-05-21T22:02:59.874655,isiZulu
20,zu,civic_affairs,Emaphethelong ezindawo zomphakathi eziningi sekuqalwe uhlelo lokutshala izitshalo zomdabu ngenhloso yokuvuselela umhlabathi nokuqinisekisa ukuthi izizukulwane ezizayo zithola imvelo ephilayo nenhle. Lo mkhankaso oholwa ngumnyango wezemvelo uhlose ukufundisa amalungu omphakathi ngokubaluleka kokugcina izihlahla zomdabu ezingasisebenzisi amanzi amaningi uma ziqhathaniswa nezinye izihlahla ezivela ngaphandle kwezwe lethu. Abahlali bacelwe ukuba babambe iqhaza ngokutshala lezi zihlahla emakhaya abo nasemizini yezikole ngenhloso yokwenza umthunzi nokuvikela inhlabathi ukuba ingakhukhuleki ngezikhathi zezimvula ezinkulu. Uhlelo lolu luhlanganisa nokunikezwa kwezithombo zamahhala kubantu bonke abazilethela amagama abo emahgovisini ekomiti lomphakathi asendaweni yakubo. Izikole nazo zizofakwa kulolu hlelo ngenhloso yokufundisa abantwana ezisencane ukuthi imvelo kumele ivikelwe futhi ihlonishwe ngoba iyona engumthombo wempilo yethu sonke. Lo mkhankaso uthole ukusekelwa okukhulu ezikhulwini zomdabu ezithe le ndlela izobuyisela isithunzi semvelo yakithi endala ebihlonishwa kakhulu.,gemini-2.5-pro,120,machine,2026-05-21T22:02:59.874671,isiZulu
21,zu,civic_affairs,Ngaphezulu kwentsha eyinkulungwane kuleli sonto ithole izitifiketi zayo zokuphothula izifundo zezobuchwepheshe bama-computer nezinhlelo zokuxhumana zalezi zinsuku ezihlelwe umnyango wezemfundo nentuthuko yomphakathi. Lolu hlelo olwathatha izinyanga eziyisishiyagalombili beluhloselwe ukunika intsha engasebenzi amakhono adingeka kakhulu embonini yezokuxhumana neyokucubungula imininingwane ehlukene yezinkampani ezinkulu zezwe. Abafundi abaningi bakuleli qembu bazwakalise ukuthi lolu lwazi selubavulele amehlo amaningi amasha futhi abanye babo baphumelele ukuthola imisebenzi ezinkampanini zendawo ngenxa yalolu qeqesho. Uhulumeni unqume ukukhulisa isabelomali salolu hlelo unyaka ozayo ukuze kufakwe intsha eningi eyengeziwe evela ezindaweni zasemakhaya lapho la makhono engavamile ukutholakala kalula ngenxa yokushoda kwezikhungo. Izikhungo zokufunda zendawo nazo zizothola izinsiza ezintsha zama-computer amasha azosiza abafundi ekwenzeni imisebenzi yabo ephathekayo phakathi nezikhathi zokufunda kwabo bansuku zonke. Uhlelo lolu luyingxenye yomzamo omkhulu wokulungiselela intsha izimo zomnotho ezintsha zalezi zinsuku.,gemini-2.5-pro,122,machine,2026-05-21T22:02:59.874687,isiZulu
