id,Language_Code,Domain,Text_Generated,Model_Identifier,Output_Length,Label,Timestamp,Language_Name
1,zu,municipal_services,Ngaphezulu kwemindeni eyizinkulungwane ezintathu endaweni yaseMgungundlovu ibhekene nokuphazamiseka kwamanzi ngemva kokonakala kwemibhobho emikhulu ephakela le ndawo. Umasipala uthi izisebenzi zawo sezithunyelwe ngokushesha ukuze zilungise le nkinga eqale ngesonto eledlule ngesikhathi kuqhuma ipayipi elidala elalisesimweni esibi. Abahlali batshelwe ukuthi basebenzise amanzi ngokonga ngesikhathi kulungiswa lo monakalo ukuze kugwenywe ukushoda okukhulu. Amaqembu ezobuchwepheshe asebenza ubusuku nemini ukuqinisekisa ukuthi amanzi abuyela ngokushesha emakhaya abantu. Uhulumeni wasekhaya uthi le nkinga igqamisa isidingo sokuvuselelwa kwengqalasizinda yamanzi ezindaweni eziningi. Umasipala uphinde wathi kuzokwethulwa uhlelo olusha lokuhlola njalo imigqa yamanzi ukuze kugwenywe ukuphinda kwenzeke izigameko ezifana nalezi esikhathini esizayo. Abaholi bomphakathi bacele ukuba kube nokuxhumana okungcono phakathi komphakathi nomasipala ngesikhathi kuqhubeka ukulungiswa ukuze abantu bahlale benolwazi olugcwele.,chatgpt-4o,110,machine,2026-05-21T22:14:10.569017,isiZulu
2,zu,government,"Emhlanganweni obusePitoli, uhulumeni umemezele uhlelo olusha lokwandisa amathuba emisebenzi entsheni ezweni lonke ngokugxila ekuqeqeshweni kwamakhono asemqoka ezimbonini ezikhulayo. Lolu hlelo luhlose ukunciphisa izinga eliphezulu lokuntuleka kwemisebenzi ngokunikeza abantu abasha amathuba okufunda nokusebenza ngesikhathi esisodwa. Izikhulu zikahulumeni zithi izinkampani ezizimele zizobambisana nohulumeni ukuze kuqeqeshwe abafundi ezindaweni zokusebenza zangempela. Abahlanganyeli balolu hlelo bazothola amathuba okuthola ulwazi olujulile emikhakheni efana nezobuchwepheshe, ezokwakha kanye nezinsiza zomphakathi. Uhulumeni uthi lokhu kuzokwakha umnotho oqinile ngokuhamba kwesikhathi. Abamele imiphakathi bamnkele kahle lo mqondo kodwa bacele ukuthi kube nokubeka iso ukuze kuqinisekiswe ukuthi wonke umuntu uthola amathuba alinganayo ngaphandle kokubandlululwa.",chatgpt-4o,92,machine,2026-05-21T22:14:10.569043,isiZulu
3,zu,civic_affairs,Abahlali baseThekwini babuthane enkundleni yomphakathi bezwakalisa ukukhathazeka ngokuqhubeka kokubambezeleka kwezinsiza zomphakathi ezifana nokuqoqwa kukadoti kanye nokulungiswa kwemigwaqo. Le nhlangano ibihlose ukuxoxa ngentuthuko kanye nezinkinga ezibhekene nomphakathi nsuku zonke. Abamele umasipala bachaze ukuthi kunezinkinga zokushoda kwemishini kanye nesabelomali esilinganiselwe esithinta ijubane lokusebenza. Abantu abebekhona bacele ukuthi kube nokuphendula okusheshayo kanye nokwethulwa kohlelo lokuxhumana olucacile phakathi komasipala nomphakathi. Uhulumeni wasekhaya uthe uzobeka phambili lezi zinkinga ezinhlelweni zawo ezilandelayo zokuthuthukisa izindawo zasemadolobheni. Abaholi bomphakathi bagcizelele ukubaluleka kokubambisana ukuze izinsiza zifinyeleleke ngokulinganayo kubo bonke abantu abahlala kule ndawo.,chatgpt-4o,84,machine,2026-05-21T22:14:10.569063,isiZulu
4,zu,municipal_services,Emadolobheni amancane aseMpumalanga Kapa kuqale uhlelo olusha lokulungisa izibani zomgwaqo ezilimele ezindaweni eziningi ezibikwe njengezimnyama ebusuku. Umasipala uthi le projekthi izogxila ezindaweni ezinengozi ephezulu ukuze kuthuthukiswe ukuphepha kwabantu abahamba ebusuku. Izisebenzi zikamasipala sezivele zishintshe izibani ezindala zafaka ezintsha ezonga ugesi futhi ezisebenza isikhathi eside. Abahlali baveze injabulo ngokuthi lokhu kuzonciphisa ubugebengu obuvame ukwenzeka ebumnyameni. Uhulumeni wasekhaya uthi le misebenzi izoqhubeka kuze kube zonke izindawo ezithintekile sezilungisiwe. Abantu bacele ukuthi kunwetshwe lolu hlelo lufinyelele nakwezinye izindawo ezisemakhaya ukuze kuphuculwe izinga lokuphepha kuzwelonke.,chatgpt-4o,81,machine,2026-05-21T22:14:10.569083,isiZulu
5,zu,public_policy,Uhulumeni umemezele izinguquko ezintsha kunqubomgomo yokuhlinzekwa kwezindlu zomphakathi ngenhloso yokusheshisa inqubo yokuthola izindlu kubantu abadinga usizo. Le nqubomgomo entsha izogxila ekunciphiseni ukubambezeleka nasekukhuphuleni ukubeka phambili imindeni esengozini enkulu. Izikhulu zithi kuzokwenziwa uhlelo olusha lokubhalisa oluzoba sobala futhi olulula ukulusebenzisa ukuze kugwenywe ukungahleleki. Abantu abamukele izindlu zomphakathi bazocelwa ukuthi babambe iqhaza ekuhlolweni kwenqubomgomo ukuze kuthuthukiswe ukusebenza kwayo. Uhulumeni uthi lokhu kuyingxenye yokuzibophezela ekwakheni imiphakathi ehlala kahle nenokulingana. Abaholi bomphakathi bakubonge lokhu kodwa bagcizelela isidingo sokuqapha ukuqaliswa kwalolu hlelo ukuze kuzuze abantu abahlosiwe.,chatgpt-4o,81,machine,2026-05-21T22:14:10.569102,isiZulu
6,zu,government,"Ekhuluma esithangamini nabezindaba, isikhulu sikahulumeni sichaze inqubekelaphambili eyenziwe ezinhlelweni zokuthuthukisa ingqalasizinda ezweni lonke. Lezi zinhlelo zibandakanya ukwakhiwa kwemigwaqo emisha, ukulungiswa kwezibhedlela kanye nokwandiswa kwezikhungo zemfundo. Uhulumeni uthi le misebenzi ihlose ukwakha amathuba emisebenzi nokukhuthaza ukukhula komnotho. Izikhulu zithi izifunda eziningi sezivele zibona izinguquko ezibonakalayo ngenxa yalezi zinhlelo. Abahlali bakhuthazwa ukuthi babambe iqhaza ekuqashweni kwezinhlelo zokuqeqeshwa ezihambisana nale misebenzi. Uhulumeni uthi uzoqhubeka nokubeka phambili ukuthuthukiswa kwezindawo zasemakhaya ukuze kuqinisekiswe ukuthi intuthuko ifinyelela kubo bonke abantu ngokulinganayo.",chatgpt-4o,75,machine,2026-05-21T22:14:10.569130,isiZulu
7,zu,civic_affairs,"Ngemuva kokukhula kwezikhalo mayelana nokuphepha emiphakathini ethile yaseGoli, amaphoyisa kanye nomphakathi sebebambisene ekusunguleni izinhlelo zokugada ezindaweni ezisengozini. Lezi zinhlelo zihlose ukunciphisa ubugebengu ngokwandisa ukubambisana phakathi kwabahlali nabomthetho. Abaholi bomphakathi bathi ukubika izigameko ngesikhathi kusiza kakhulu ekuthathweni kwezinyathelo ezisheshayo. Uhulumeni uthi izinhlelo zokukhanyisa imigwaqo nokufaka amakhamera ezindaweni ezithile sezivele ziqalisiwe. Abantu bakhuthazwa ukuthi bangesabi ukubika izenzo ezingekho emthethweni ukuze kuvikelwe imiphakathi yabo. Le ndlela entsha yokubambisana ibhekwa njengendlela ebalulekile yokwakha ukuphepha okuhlala isikhathi eside.",chatgpt-4o,73,machine,2026-05-21T22:14:10.569151,isiZulu
8,zu,municipal_services,Izinkinga zokugcwala kukadoti ezindaweni ezithile zaseKhayelitsha seziqalile ukubhekwana nazo ngohlelo olusha lokuqoqwa kwenkunkuma olumenyezelwe umasipala. Lolu hlelo luhlose ukwandisa imvamisa yokuqoqwa kukadoti kanye nokusebenzisa izimoto ezintsha ezithuthukisiwe. Abaholi bakamasipala bathi lokhu kuzonciphisa izingozi zezempilo ezibangelwa udoti onqwabelene. Abahlali bacele ukuthi kube nokulandelela okuqhubekayo ukuze kuqinisekiswe ukuthi uhlelo lusebenza kahle. Uhulumeni wasekhaya uthi uzosebenzisana nemiphakathi ukuze kufundiswe abantu ngokuphathwa kahle kukadoti. Le misebenzi ihlose ukwakha izindawo ezihlanzekile nezihlala kahle kubo bonke abantu.,chatgpt-4o,71,machine,2026-05-21T22:14:10.569174,isiZulu
9,zu,government,"Uhulumeni wesifundazwe umemezele uhlelo lokukhulisa ukufinyelela ezinsizeni zomphakathi ezindaweni ezisemakhaya ezikude nezikhungo ezinkulu. Lolu hlelo luhlose ukuletha izinsiza ezibalulekile ezifana nezempilo, imfundo kanye namathuba okuqeqeshwa eduze kwabantu. Izikhulu zithi lokhu kuzonciphisa isidingo sokuhamba amabanga amade ukuze kutholakale usizo. Abaholi bomphakathi bamukele kahle lezi zinhlelo kodwa bacele ukuthi kuqinisekiswe ukuthi zifinyelela ngokulinganayo kubo bonke abantu. Uhulumeni uthi uzosebenzisana nemikhandlu yendawo ukuze kuqinisekiswe ukuqaliswa okuphumelelayo kwalolu hlelo ezweni lonke.",chatgpt-4o,67,machine,2026-05-21T22:14:10.569191,isiZulu
10,zu,public_policy,"Ngaphakathi kwesu elisha likazwelonke lokuthuthukisa ezemfundo, uhulumeni uthi uzogxila ekuthuthukiseni izikole zasemiphakathini entulayo ngokunikeza izinsiza ezengeziwe kanye nokuqeqeshwa kothisha. Le nqubomgomo ihlose ukunciphisa umehluko phakathi kwezikole ezisemadolobheni nezasemakhaya. Izikhulu zithi izinhlelo zokuhlola ukusebenza kwezikole zizothuthukiswa ukuze kuqinisekiswe ikhwalithi yemfundo. Abazali nabafundi bakhuthazwa ukuthi babambe iqhaza ezinhlelweni zokuthuthukisa imfundo. Uhulumeni uthi lokhu kuyingxenye yomzamo wokwakha ikusasa eliqinile lezwe ngokutshala imali emfundweni yabantu abasha.",chatgpt-4o,62,machine,2026-05-21T22:14:10.569209,isiZulu
1,zu,government,Ngaphezulu kwemizi eyizinkulungwane ezine ezindaweni ezisemakhaya aseLimpopo ibhekene nokuphazamiseka kwezinsiza zikagesi ngemva kokulimala kwemigqa emikhulu ngesikhathi kunesiphepho esinamandla. Umasipala kanye nezinkampani zikagesi basebenzisana ukuze kubuyiselwe ugesi ngokushesha emakhaya athintekile. Izisebenzi zobunjiniyela zisebenza ubusuku nemini ukulungisa izingxenye ezilimele ukuze kugwenywe ukulibaziseka okukhulu. Abahlali baceliwe ukuba basebenzise ugesi ngokonga uma usubuyile ukuze kugwenywe ukugcwala ngokweqile kwenethiwekhi. Uhulumeni uthi le nkinga igqamisa isidingo sokutshalwa kwemali engeziwe ekuvuseleleni ingqalasizinda kagesi ezindaweni zasemakhaya. Izinhlelo zokuvikela imigqa kagesi ezimweni zesimo sezulu esibi sezibekiwe njengengxenye yohlelo lwesikhathi eside lokuthuthukisa ukuqina kwengqalasizinda.,chatgpt-4o,84,machine,2026-05-21T22:14:10.569229,isiZulu
2,zu,municipal_services,Emadolobheni ase-Eastern Cape kuqale uhlelo olusha lokulungisa imigwaqo emikhulu eyonakele kakhulu ebangele izingozi eziningi ezinyangeni ezedlule. Umasipala uthi le projekthi igxile emigwaqweni exhumanisa izindawo ezisemqoka zomnotho kanye nezikhungo zomphakathi. Amaqembu okwakha asevele eqalile ukugcwalisa imigodi nokuvuselela izingxenye ezigugile zomgwaqo. Abashayeli bakhuthazwa ukuba basebenzise eminye imigwaqo ngesikhathi sokulungiswa ukuze kugwenywe ukuxinana kwezimoto. Uhulumeni wasekhaya uthi uzosebenzisa izinhlelo zokubeka iso ukuze kuqinisekiswe ukuthi umsebenzi wenziwa ngokuhleleka. Abahlali bamukele kahle lolu hlelo kodwa bacele ukuthi umsebenzi usheshiswe ukuze kuncishiswe ukuphazamiseka kwempilo yansuku zonke.,chatgpt-4o,80,machine,2026-05-21T22:14:10.569248,isiZulu
3,zu,civic_affairs,"Ekhuluma emhlanganweni womphakathi eSoweto, abaholi bomphakathi kanye nomasipala baxoxisane ngezinkinga ezibhekene nezinsiza zomphakathi ezifana nokuntuleka kwamanzi nokulibaziseka kokuqoqwa kukadoti. Abantu abebekhona baveze ukukhathazeka ngokuthi lezi zinkinga zihlala isikhathi eside ngaphandle kokuxazululwa okucacile. Umasipala uthe kunezinhlelo ezisasebenza zokuthuthukisa ukusebenza kwamasevisi ngokwengeza abasebenzi kanye nemishini emisha. Abahlali baceliwe ukuba babike izinkinga ngokushesha ukuze kube lula ukungenelela. Uhulumeni uthi ukubambisana nomphakathi kubalulekile ukuze kuthuthukiswe izinga lokuhlinzekwa kwezinsiza. Le ngxoxo ibhekwa njengengxenye ebalulekile yokwakha ukwethembana phakathi kukahulumeni nabantu.",chatgpt-4o,74,machine,2026-05-21T22:14:10.569267,isiZulu
4,zu,government,"Ngemuva komhlangano kazwelonke ePitoli, uhulumeni umemezele uhlelo olusha lokulwa nokuntuleka kwemisebenzi ngokugxila ekuthuthukiseni amabhizinisi amancane naphakathi. Lolu hlelo luhlose ukuhlinzeka ngosizo lwezimali kanye nokuqeqeshwa kosomabhizinisi abasha ukuze bakwazi ukukhulisa imisebenzi yabo. Izikhulu zithi kuzokwakhiwa izikhungo zokweseka amabhizinisi ezindaweni ezahlukene ukuze kube lula ukufinyelela usizo. Abahlanganyeli bamukele le nqubomgomo kodwa bacele ukuthi kube nokulandelela okuqinile ukuze kuqinisekiswe ukusebenza kwayo. Uhulumeni uthi lokhu kuyingxenye yesu elibanzi lokukhuthaza ukukhula komnotho okusimeme ezweni lonke.",chatgpt-4o,70,machine,2026-05-21T22:14:10.569285,isiZulu
5,zu,municipal_services,Umasipala waseThekwini ubike ukuthi kuzoqaliswa uhlelo olusha lokuthuthukisa ukuhlinzekwa kwamanzi ezindaweni ezihlala zibhekene nokushoda kwamanzi ngesikhathi sasehlobo. Lolu hlelo luhlanganisa ukwakhiwa kwamathangi amasha nokulungiswa kwemibhobho emidala. Izisebenzi zikamasipala zithi seziqalile ukuhlola izindawo ezisengozini enkulu ukuze kubekwe phambili ukungenelela. Abahlali bakhuthazwa ukuthi babambe iqhaza ekongeni amanzi ukuze kuqinisekiswe ukusimama kwalesi simo. Uhulumeni wasekhaya uthi uzosebenzisa izinhlelo zokwazisa umphakathi ukuze abantu baqonde kangcono indlela yokuphatha amanzi. Le projekthi kulindeleke ukuthi ithuthukise kakhulu ukuzinza kokuhlinzekwa kwamanzi esifundeni.,chatgpt-4o,74,machine,2026-05-21T22:14:10.569303,isiZulu
6,zu,public_policy,Uhulumeni wesifundazwe umemezele izinguquko ezintsha kumigomo yokuhanjiswa kwezinsiza zomphakathi ukuze kuncishiswe ukubambezeleka ekuphenduleni izikhalazo zabantu. Lolu shintsho luhlose ukwenza kube lula ukulandelela izikhalo kusetshenziswa izinhlelo zedijithali. Izikhulu zithi lokhu kuzokwandisa ukubeka obala kanye nokuthuthukisa ukuphendula ngokushesha. Abahlali bakhuthazwa ukuthi basebenzise lezi zinhlelo ezintsha ukuze babike izinkinga ezikhona emiphakathini yabo. Uhulumeni uthi le ndlela izosiza ekwakheni izinsiza zomphakathi ezisebenza kahle futhi ezithembekile.,chatgpt-4o,61,machine,2026-05-21T22:14:10.569319,isiZulu
7,zu,agriculture,Emapulazini aseFree State abalimi babhekene nezinselelo zokwehla kwesivuno ngenxa yokushintsha kwesimo sezulu kanye nokuntuleka kwemvula eyanele. Uhulumeni uthi useqalile uhlelo lokweseka abalimi ngokuhlinzeka ngembewu ethuthukisiwe kanye nokuqeqeshwa kwezindlela zokulima ezisimeme. Lezi zinhlelo zihlose ukwandisa ukukhiqizwa kokudla nokunciphisa ukuthembela ekungenisweni kokudla kwamanye amazwe. Abalimi bakhuthazwa ukuthi basebenzise izindlela zesimanje zokonga amanzi nokuvikela umhlabathi. Uhulumeni uthi uzosebenzisana nezinhlangano zezolimo ukuze kuqinisekiswe ukuthi abalimi abancane nabo bayazuza kulezi zinhlelo.,chatgpt-4o,66,machine,2026-05-21T22:14:10.569337,isiZulu
8,zu,rural_development,Ezindaweni zasemakhaya aseKwaZulu-Natali kuqale uhlelo olusha lokuthuthukisa ingqalasizinda yezolimo kanye nokufinyelela ezimakethe kubalimi abancane. Lolu hlelo luhlose ukwakha imigwaqo yokuxhuma amapulazi nezikhungo zokuhweba ukuze kube lula ukuthutha imikhiqizo. Izikhulu zithi lokhu kuzokwandisa amathuba emisebenzi futhi kuthuthukise umnotho wasezindaweni zasemakhaya. Abaholi bomphakathi bamukele le projekthi kodwa bacele ukuthi kuqinisekiswe ukuthi iyafinyelela kubo bonke abalimi ngaphandle kokukhetha. Uhulumeni uthi uzosebenzisana nezinhlaka zendawo ukuze kuqinisekiswe ukuqaliswa okuphumelelayo kwalolu hlelo.,chatgpt-4o,66,machine,2026-05-21T22:14:10.569354,isiZulu
9,zu,agriculture,"Ngemuva kokwanda kwesidingo sokudla ezweni, uhulumeni umemezele uhlelo lokweseka abalimi bommbila ngokuhlinzeka ngosizo lwezimali kanye nemishini yokulima. Lolu hlelo luhlose ukukhulisa ukukhiqizwa kokudla okuyisisekelo ukuze kuqinisekiswe ukuphepha kokudla ezweni. Abalimi bazophinde bathole ukuqeqeshwa mayelana nokusebenzisa imbewu ethuthukisiwe kanye nokulawula izinambuzane ngendlela efanele. Izikhulu zithi lokhu kuyingxenye yesu elibanzi lokuqinisa umnotho wezolimo. Abahlanganyeli emkhakheni wezolimo bakubonge lokhu kodwa bacele ukuthi kube nokubeka iso okuqinile ukuze kuqinisekiswe ukusatshalaliswa okufanele kwezinsiza.",chatgpt-4o,68,machine,2026-05-21T22:14:10.569371,isiZulu
10,zu,rural_development,Emiphakathini yasemakhaya aseMpumalanga Kapa kuqalwe uhlelo lokuthuthukisa ukufinyelela emanzini okuhlanzekile kanye nezinsiza zokunisela emapulazini amancane. Lolu hlelo luhlose ukunciphisa ubunzima ababhekene nabo abalimi ngesikhathi sezomiso ezinde. Izisebenzi zikahulumeni zithi seziqalile ukufaka amapayipi amasha kanye nokulungisa imithombo yamanzi endala. Abalimi bakhuthazwa ukuba basebenzise lezi zinsiza ngendlela esimeme ukuze kuqinisekiswe ukusimama kwesikhathi eside. Uhulumeni uthi le projekthi izodlala indima enkulu ekuthuthukiseni ukukhiqizwa kokudla ezindaweni zasemakhaya.,chatgpt-4o,63,machine,2026-05-21T22:14:10.569388,isiZulu
1,zu,social_grants,"Abantu abangaphezu kwezigidi ezintathu ezweni lonke sebezuze ezinhlelweni ezintsha zokukhokhwa kwezibonelelo zikahulumeni ezibhekiswe emindenini esengozini enkulu. Uhulumeni uthi le nkqubo ihlose ukuqinisekisa ukuthi abantu abadala, izingane kanye nabakhubazekile bathola ukwesekwa okufanele ngesikhathi. Izikhulu zomnyango wezenhlalakahle zithi izinhlelo zokukhokha sezithuthukisiwe ukuze kuncishiswe ukubambezeleka nokwandisa ukufinyelela kwabahlomulayo. Abahlomulayo bakhuthazwa ukuthi basebenzise izindlela ezisemthethweni zokubhalisa ukuze bagweme ukukhwabanisa. Uhulumeni uthi lokhu kuyingxenye yomzamo wokunciphisa ubuphofu nokwakha imiphakathi ezinzile. Abaholi bomphakathi bamnkele kahle lo msebenzi kodwa bacele ukuthi kube nokubeka iso okuqinile ukuze kuqinisekiswe ukuthi akekho oshiywa ngaphandle.",chatgpt-4o,84,machine,2026-05-21T22:14:10.569412,isiZulu
